data,codigo,abertura,maxima,minima,fechamento,tickvol,vol,spread
2020.12.15,WIN,114900.0,116390.0,114830.0,116300.0,3020246,12121188,5
2020.12.16,WIN,116590.0,118340.0,115655.0,117870.0,3082516,13092704,5
2020.12.17,WIN,118075.0,119290.0,117890.0,118830.0,3158180,12978170,5
2020.12.18,WIN,118115.0,119645.0,117730.0,118040.0,3356390,14385870,5
2020.12.21,WIN,115815.0,117290.0,115085.0,115900.0,4038788,16223726,5
2020.12.22,WIN,116300.0,117135.0,115750.0,117040.0,3397789,13800566,5
2020.12.23,WIN,117305.0,118560.0,117055.0,117870.0,2696997,11198220,5
2020.12.28,WIN,118500.0,119615.0,118330.0,119550.0,2322124,9607149,5
2020.12.29,WIN,119800.0,120045.0,118870.0,119580.0,2669247,11429387,5
2020.12.30,WIN,119870.0,120380.0,119005.0,119175.0,2454994,10336680,5
2020.01.03,DOL,4066.0,4075.5,4037.5,4062.5,295407,1057511,500
2020.01.06,DOL,4062.0,4080.5,4053.0,4067.5,296979,1171097,500
2020.01.07,DOL,4066.0,4098.5,4061.0,4074.5,352187,1378842,500
2020.01.08,DOL,4066.5,4083.5,4045.5,4069.0,385724,1498060,500
2020.01.09,DOL,4062.5,4100.0,4062.5,4098.5,345105,1317305,500
2020.01.10,DOL,4089.0,4110.0,4067.0,4101.0,335834,1344742,500
2020.01.13,DOL,4094.0,4152.0,4093.5,4152.0,384501,1509503,500
2020.01.14,DOL,4148.0,4166.0,4126.5,4137.5,376048,1484710,500
2020.01.15,DOL,4150.5,4190.0,4143.0,4180.0,426546,1592384,500
2020.01.16,DOL,4173.5,4204.5,4164.0,4189.0,376197,1408937,500
2020.01.17,DOL,4179.5,4196.5,4163.0,4166.0,355740,1302219,500
2020.01.20,DOL,4168.5,4195.0,4167.0,4194.5,185344,656895,500
2020.01.21,DOL,4201.5,4221.0,4186.0,4215.5,400516,1497317,500
2020.01.22,DOL,4203.0,4208.0,4176.0,4185.0,295574,1149610,500
2020.01.23,DOL,4189.5,4193.0,4159.0,4173.0,358553,1427541,500
2020.01.24,DOL,4170.0,4194.0,4168.0,4183.5,311588,1242885,500
2020.01.27,DOL,4213.5,4233.0,4201.0,4209.0,341598,1320596,500
2020.01.28,DOL,4205.0,4217.5,4189.0,4195.0,352362,1347976,500
2020.01.29,DOL,4198.5,4234.5,4183.0,4232.0,366403,1460292,500
2020.01.30,DOL,4246.0,4273.0,4239.0,4244.5,392824,1680905,500
2020.01.31,DOL,4266.0,4296.0,4252.5,4289.0,361693,1448683,500
2020.02.03,DOL,4276.5,4279.0,4236.5,4253.5,318423,1279996,500
2020.02.04,DOL,4239.0,4268.0,4229.5,4261.0,350632,1386029,500
2020.02.05,DOL,4252.5,4266.0,4232.5,4241.0,345641,1393414,500
2020.02.06,DOL,4223.0,4291.5,4213.5,4288.0,479053,2019939,500
2020.02.07,DOL,4300.5,4328.5,4291.5,4327.0,408317,1645707,500
2020.02.10,DOL,4316.0,4333.5,4309.0,4330.5,347511,1349615,500
2020.02.11,DOL,4317.0,4344.0,4301.5,4334.5,414192,1609426,500
2020.02.12,DOL,4323.5,4361.0,4323.5,4359.0,341615,1317010,500
2020.02.13,DOL,4380.5,4385.5,4311.5,4353.5,445344,1777958,500
2020.02.14,DOL,4326.0,4336.5,4292.5,4300.0,346343,1413800,500
2020.02.17,DOL,4309.5,4333.5,4304.5,4329.5,207498,785690,500
2020.02.18,DOL,4345.0,4365.5,4339.0,4357.5,312936,1253415,500
2020.02.19,DOL,4365.5,4378.0,4360.0,4366.0,259808,1088905,500
2020.02.20,DOL,4383.5,4399.5,4359.5,4395.5,366747,1489083,500
2020.02.21,DOL,4402.0,4406.5,4373.0,4391.0,331323,1388259,500
2020.02.26,DOL,4418.0,4456.0,4405.0,4452.0,288664,1148063,500
2020.02.27,DOL,4451.0,4502.0,4448.5,4487.5,507765,2089775,500
2020.02.28,DOL,4510.0,4522.5,4473.0,4497.0,471579,1948726,500
2020.03.02,DOL,4508.5,4514.5,4477.0,4482.5,429175,1552547,500
2020.03.03,DOL,4483.5,4526.0,4460.5,4524.5,533004,1977504,500
2020.03.04,DOL,4514.0,4598.0,4511.5,4595.5,447926,1695481,500
2020.03.05,DOL,4612.0,4674.5,4595.0,4617.0,545146,1983336,500
2020.03.06,DOL,4636.5,4678.5,4617.0,4635.0,509220,1630534,500
2020.03.09,DOL,4765.5,4799.0,4713.0,4733.0,740769,1746407,500
2020.03.10,DOL,4688.0,4711.0,4642.5,4653.5,543366,1579088,500
2020.03.11,DOL,4674.5,4850.5,4661.5,4831.5,584304,1770360,500
2020.03.12,DOL,5027.0,5034.0,4755.5,4801.0,762380,1397623,500
2020.03.13,DOL,4757.0,4886.0,4648.5,4835.0,794900,1550938,500
2020.03.16,DOL,4980.0,5081.0,4885.0,4996.0,862914,1727322,500
2020.03.17,DOL,5058.0,5089.0,4960.5,5011.0,938434,1875432,500
2020.03.18,DOL,5145.0,5260.0,5057.0,5108.0,1225497,2293468,500
2020.03.19,DOL,5199.5,5225.0,5071.0,5097.5,1024615,2004939,500
2020.03.20,DOL,5009.5,5069.5,4985.0,5067.5,964046,2029817,500
2020.03.23,DOL,5095.0,5150.0,5006.0,5148.5,941861,2038563,500
2020.03.24,DOL,5051.0,5108.5,5048.0,5104.0,921817,2189284,500
2020.03.25,DOL,5083.5,5110.5,4973.5,5037.0,855784,2265504,500
2020.03.26,DOL,5053.5,5066.5,4974.0,5023.5,918086,2281557,500
2020.03.27,DOL,5050.0,5128.0,5045.0,5102.5,785013,2130794,500
2020.03.30,DOL,5121.0,5198.0,5112.0,5196.5,661376,1770538,500
2020.03.31,DOL,5190.0,5223.5,5178.0,5214.0,654247,1846154,500
2020.04.01,DOL,5238.5,5283.5,5231.0,5260.5,657770,1873845,500
2020.04.02,DOL,5258.0,5294.0,5231.5,5265.5,659842,1840863,500
2020.04.03,DOL,5285.0,5365.5,5277.0,5364.0,567552,1590900,500
2020.04.06,DOL,5314.5,5319.5,5233.0,5294.5,718242,1968767,500
2020.04.07,DOL,5193.0,5259.0,5190.0,5230.5,730234,2063876,500
2020.04.08,DOL,5220.5,5255.5,5118.0,5125.0,716394,2071956,500
2020.04.09,DOL,5114.5,5159.5,5056.0,5114.0,760824,2068817,500
2020.04.13,DOL,5127.5,5214.5,5110.5,5208.0,723736,1952478,500
2020.04.14,DOL,5193.0,5218.0,5154.5,5172.0,723224,1933437,500
2020.04.15,DOL,5225.0,5274.0,5220.0,5246.5,681547,1859467,500
2020.04.16,DOL,5257.0,5273.0,5206.5,5241.5,699680,2034985,500
2020.04.17,DOL,5215.0,5280.5,5211.5,5241.0,633016,1811753,500
2020.04.20,DOL,5286.0,5323.5,5269.0,5319.0,623068,1744287,500
2020.04.22,DOL,5323.5,5468.5,5306.0,5463.5,700003,2284484,500
2020.04.23,DOL,5452.0,5560.0,5404.5,5539.0,939381,2652872,500
2020.04.24,DOL,5556.0,5751.0,5555.0,5589.0,1212972,3059469,500
2020.04.27,DOL,5553.0,5728.5,5536.0,5657.5,999742,2360514,500
2020.04.28,DOL,5626.0,5631.0,5472.0,5498.0,1154179,2852915,500
2020.04.29,DOL,5468.0,5528.5,5332.5,5334.5,1176908,2783478,500
2020.04.30,DOL,5357.0,5499.0,5338.0,5496.0,871433,2192622,500
2020.05.04,DOL,5612.0,5622.0,5528.5,5554.0,948283,2280571,500
2020.05.05,DOL,5535.5,5613.5,5491.0,5588.0,994851,2527610,500
2020.05.06,DOL,5603.0,5732.5,5603.0,5727.0,782382,2050988,500
2020.05.07,DOL,5786.0,5884.5,5751.0,5846.5,1107551,2799464,500
2020.05.08,DOL,5808.5,5836.0,5725.0,5751.5,1112015,2558962,500
2020.05.11,DOL,5793.5,5847.5,5771.0,5824.5,950343,2346323,500
2020.05.12,DOL,5800.0,5902.0,5749.0,5894.5,1095899,2743149,500
2020.05.13,DOL,5832.5,5949.5,5823.5,5889.0,1151888,2826369,500
2020.05.14,DOL,5927.5,5977.5,5808.0,5822.5,1275761,3258487,500
2020.05.15,DOL,5875.5,5884.5,5765.5,5861.0,1214134,2908033,500
2020.05.18,DOL,5790.5,5808.5,5698.5,5725.0,1073868,2636431,500
2020.05.19,DOL,5697.0,5771.5,5686.0,5762.0,1108348,2845463,500
2020.05.20,DOL,5725.0,5756.0,5672.5,5695.5,1014348,2814942,500
2020.05.21,DOL,5700.0,5708.5,5549.5,5557.5,1105719,3215288,500
2020.05.22,DOL,5579.0,5627.5,5524.5,5535.0,1185157,3263560,500
2020.05.25,DOL,5508.5,5531.5,5434.5,5445.0,880061,2095293,500
2020.05.26,DOL,5375.5,5403.0,5335.5,5355.0,1098688,2949335,500
2020.05.27,DOL,5343.0,5361.0,5270.0,5274.5,1158020,3217280,500
2020.05.28,DOL,5283.0,5413.0,5282.0,5408.0,1154011,3000459,500
2020.05.29,DOL,5390.0,5469.5,5326.0,5346.5,1235969,3318950,500
2020.06.01,DOL,5340.0,5425.5,5317.0,5374.0,1243998,3349523,500
2020.06.02,DOL,5331.0,5346.0,5205.5,5210.5,1223264,3331557,500
2020.06.03,DOL,5215.0,5221.5,5023.0,5073.0,1383698,3925063,500
2020.06.04,DOL,5065.0,5149.0,5031.0,5125.0,1587988,4108208,500
2020.06.05,DOL,5061.0,5086.0,4940.0,4972.0,1416808,3459788,500
2020.06.08,DOL,4967.0,4981.5,4820.5,4820.5,1404723,3818027,500
2020.06.09,DOL,4873.5,4941.0,4864.0,4906.0,1336764,3435943,500
2020.06.10,DOL,4861.0,4983.5,4841.5,4981.5,1509798,4075493,500
2020.06.12,DOL,5092.5,5116.0,5005.5,5055.5,1634666,4216240,500
2020.06.15,DOL,5135.0,5229.0,5083.0,5153.5,1596171,4193779,500
2020.06.16,DOL,5118.5,5258.5,5052.5,5249.0,1700596,4546598,500
2020.06.17,DOL,5230.0,5275.5,5185.5,5229.0,1491369,3842158,500
2020.06.18,DOL,5302.5,5391.0,5294.0,5384.5,1291032,3532200,500
2020.06.19,DOL,5328.0,5384.0,5290.5,5316.5,1389264,3887789,500
2020.06.22,DOL,5294.5,5299.5,5201.5,5255.5,1214737,3422510,500
2020.06.23,DOL,5205.0,5228.5,5135.5,5157.0,1155365,3167369,500
2020.06.24,DOL,5179.5,5355.5,5166.0,5352.0,1322694,4017992,500
2020.06.25,DOL,5377.0,5389.0,5268.0,5365.0,1454500,4018710,500
2020.06.26,DOL,5378.5,5493.5,5368.0,5485.0,1271320,3437717,500
2020.06.29,DOL,5460.5,5472.5,5390.0,5405.5,1307142,3451716,500
2020.06.30,DOL,5431.0,5514.0,5411.0,5465.5,1041891,2913458,500
2020.07.01,DOL,5463.0,5482.5,5305.5,5324.0,1175804,3129450,500
2020.07.02,DOL,5285.0,5383.5,5273.5,5371.5,1331419,3620336,500
2020.07.03,DOL,5353.0,5387.5,5312.5,5318.0,762053,1903837,500
2020.07.06,DOL,5276.5,5368.5,5268.0,5364.5,1068566,3118845,500
2020.07.07,DOL,5394.5,5408.0,5295.5,5381.0,1250776,3916318,500
2020.07.08,DOL,5367.5,5399.5,5324.0,5343.0,1260278,3717295,500
2020.07.09,DOL,5338.0,5384.0,5251.5,5348.0,1373725,3744271,500
2020.07.10,DOL,5372.5,5399.5,5317.5,5329.5,1151116,3331902,500
2020.07.13,DOL,5319.0,5414.5,5314.0,5409.0,1069229,3140441,500
2020.07.14,DOL,5391.5,5458.5,5335.0,5373.5,1464975,4210966,500
2020.07.15,DOL,5319.0,5394.5,5296.0,5370.0,1242851,3573498,500
2020.07.16,DOL,5384.5,5397.0,5311.0,5336.0,1195506,3446394,500
2020.07.17,DOL,5333.5,5395.5,5319.5,5395.0,890877,2743245,500
2020.07.20,DOL,5371.0,5394.0,5331.0,5336.0,920641,2758752,500
2020.07.21,DOL,5306.5,5313.5,5168.0,5173.5,1274347,4043684,500
2020.07.22,DOL,5179.0,5205.0,5085.0,5124.0,1238931,3506914,500
2020.07.23,DOL,5138.5,5227.5,5125.5,5212.5,1337197,3951609,500
2020.07.24,DOL,5224.5,5254.5,5161.0,5236.0,1265259,3735944,500
2020.07.27,DOL,5194.0,5225.0,5142.5,5150.0,1132072,3101650,500
2020.07.28,DOL,5186.5,5204.5,5136.5,5165.0,1036666,2940364,500
2020.07.29,DOL,5144.0,5184.5,5116.0,5172.5,1048033,3158724,500
2020.07.30,DOL,5204.0,5217.0,5145.0,5154.0,1060259,3136956,500
2020.07.31,DOL,5189.5,5235.5,5168.5,5231.5,839366,2716992,500
2020.08.03,DOL,5235.5,5342.0,5216.5,5329.5,957931,3055173,500
2020.08.04,DOL,5352.0,5382.5,5280.0,5288.0,1161421,3487402,500
2020.08.05,DOL,5254.0,5325.5,5238.0,5299.5,1096014,3223281,500
2020.08.06,DOL,5346.0,5377.0,5324.0,5335.0,1032765,3077309,500
2020.08.07,DOL,5350.0,5445.0,5345.0,5443.5,949361,3152253,500
2020.08.10,DOL,5434.0,5496.5,5356.5,5486.5,1043796,3381443,500
2020.08.11,DOL,5443.5,5468.0,5376.0,5385.5,1362479,4265649,500
2020.08.12,DOL,5406.5,5496.5,5403.5,5440.0,1224216,3746346,500
2020.08.13,DOL,5419.0,5427.0,5353.5,5375.0,1099796,3351147,500
2020.08.14,DOL,5402.0,5445.0,5362.0,5426.0,970826,2967260,500
2020.08.17,DOL,5442.0,5517.0,5411.5,5512.5,987482,2944719,500
2020.08.18,DOL,5446.5,5518.5,5423.0,5467.0,1118740,3383696,500
2020.08.19,DOL,5451.0,5564.0,5437.0,5563.5,1046382,3164656,500
2020.08.20,DOL,5615.0,5674.5,5540.5,5562.5,1317006,4071533,500
2020.08.21,DOL,5564.5,5635.0,5557.5,5625.0,1014770,3017291,500
2020.08.24,DOL,5580.5,5617.0,5560.5,5616.0,931361,2615989,500
2020.08.25,DOL,5585.0,5615.0,5506.5,5510.0,1078562,3489745,500
2020.08.26,DOL,5531.0,5634.5,5526.0,5612.0,1087309,3385664,500
2020.08.27,DOL,5598.5,5622.5,5545.0,5571.5,1188353,3478336,500
2020.08.28,DOL,5517.0,5527.0,5386.5,5390.5,1126708,3294361,500
2020.08.31,DOL,5415.5,5500.0,5407.0,5498.0,856162,2561665,500
2020.09.01,DOL,5452.5,5460.0,5340.5,5407.5,1190793,3619544,500
2020.09.02,DOL,5417.0,5436.0,5346.0,5346.5,1177808,3414163,500
2020.09.03,DOL,5375.0,5380.0,5277.5,5298.0,1224158,3637859,500
2020.09.04,DOL,5307.5,5332.5,5251.0,5303.0,1129121,3248421,500
2020.09.08,DOL,5364.0,5413.5,5319.5,5366.0,1099604,3171907,500
2020.09.09,DOL,5346.0,5346.5,5282.0,5312.5,907733,2720470,500
2020.09.10,DOL,5307.0,5336.0,5272.5,5325.0,1084494,3295964,500
2020.09.11,DOL,5297.5,5353.0,5263.0,5320.5,971529,3007450,500
2020.09.14,DOL,5308.0,5326.5,5265.5,5273.0,947447,2720813,500
2020.09.15,DOL,5239.5,5303.5,5223.0,5278.0,1059834,3193804,500
2020.09.16,DOL,5251.0,5276.0,5213.0,5240.0,1089052,3260820,500
2020.09.17,DOL,5270.0,5293.0,5229.0,5239.5,1002225,2958924,500
2020.09.18,DOL,5254.5,5401.0,5245.5,5391.5,1004231,3417401,500
2020.09.21,DOL,5452.0,5498.5,5389.0,5418.5,1282190,3942620,500
2020.09.22,DOL,5426.5,5497.0,5383.5,5472.0,1322697,3984480,500
2020.09.23,DOL,5508.5,5599.5,5490.0,5594.5,1091371,3408856,500
2020.09.24,DOL,5590.5,5624.5,5494.0,5509.0,1254873,3968269,500
2020.09.25,DOL,5541.5,5588.5,5535.0,5562.0,1038442,3216960,500
2020.09.28,DOL,5520.0,5674.5,5518.5,5659.5,1101954,3723171,500
2020.09.29,DOL,5646.0,5679.0,5605.5,5635.0,1216533,3846720,500
2020.09.30,DOL,5632.0,5670.0,5590.5,5616.0,1071656,3465860,500
2020.10.01,DOL,5578.0,5669.0,5577.5,5646.5,999962,3088132,500
2020.10.02,DOL,5660.5,5697.5,5611.5,5690.5,1141571,3631592,500
2020.10.05,DOL,5660.0,5682.0,5556.0,5580.0,1090264,3347347,500
2020.10.06,DOL,5543.0,5622.0,5487.5,5595.5,1284542,4128407,500
2020.10.07,DOL,5565.0,5644.0,5555.0,5615.0,1245761,4102249,500
2020.10.08,DOL,5595.5,5651.5,5581.5,5604.5,1071600,3397189,500
2020.10.09,DOL,5585.0,5587.5,5514.5,5542.0,910116,2893577,500
2020.10.13,DOL,5527.5,5629.5,5523.5,5565.5,1063080,3441277,500
2020.10.14,DOL,5595.5,5608.0,5538.0,5597.0,958730,2843235,500
2020.10.15,DOL,5633.0,5651.0,5592.0,5616.0,992983,3052856,500
2020.10.16,DOL,5610.0,5657.0,5600.5,5647.5,830436,2645893,500
2020.10.19,DOL,5622.0,5637.0,5569.0,5611.0,976495,3133083,500
2020.10.20,DOL,5607.0,5629.0,5550.0,5609.5,1039989,3257250,500
2020.10.21,DOL,5601.5,5630.0,5572.5,5610.0,1073628,3365846,500
2020.10.22,DOL,5616.0,5628.0,5564.0,5601.0,1010757,3101563,500
2020.10.23,DOL,5576.0,5636.5,5567.0,5621.5,803515,2624839,500
2020.10.26,DOL,5646.5,5664.5,5612.0,5624.5,883266,2859229,500
2020.10.27,DOL,5610.5,5712.5,5600.5,5709.5,846379,2860477,500
2020.10.28,DOL,5733.5,5793.0,5703.0,5749.0,1246463,4367433,500
2020.10.29,DOL,5785.0,5792.0,5745.0,5784.0,949184,3122707,500
2020.10.30,DOL,5782.0,5814.0,5728.5,5763.0,921093,3068673,500
2020.11.03,DOL,5705.0,5772.0,5654.0,5761.0,1033578,3216402,500
2020.11.04,DOL,5768.0,5768.0,5648.5,5656.5,1109960,3484821,500
2020.11.05,DOL,5615.0,5635.5,5526.0,5529.5,1151545,3491681,500
2020.11.06,DOL,5520.0,5578.0,5363.0,5370.0,1243045,3985269,500
2020.11.09,DOL,5283.5,5429.5,5228.0,5390.0,1712549,5511945,500
2020.11.10,DOL,5390.0,5423.5,5339.0,5418.5,1480945,4482619,500
2020.11.11,DOL,5412.5,5461.0,5378.0,5396.0,1188788,3750638,500
2020.11.12,DOL,5400.0,5494.0,5357.0,5463.0,1129412,3634400,500
2020.11.13,DOL,5455.5,5529.5,5450.5,5461.5,1027547,3089161,500
2020.11.16,DOL,5431.0,5460.0,5367.0,5421.0,1188211,3665591,500
2020.11.17,DOL,5392.0,5425.5,5325.0,5335.5,1223687,3944045,500
2020.11.18,DOL,5333.0,5375.0,5277.0,5365.0,1201465,3808505,500
2020.11.19,DOL,5383.0,5386.0,5300.5,5308.0,1065276,3384190,500
2020.11.20,DOL,5290.0,5397.5,5289.0,5381.5,924221,2985691,500
2020.11.23,DOL,5356.0,5451.5,5340.0,5442.0,1091702,3974729,500
2020.11.24,DOL,5419.0,5429.0,5371.0,5374.5,958358,3142575,500
2020.11.25,DOL,5392.0,5398.5,5305.0,5322.0,935979,3127106,500
2020.11.26,DOL,5345.5,5358.5,5296.0,5337.0,651401,2073682,500
2020.11.27,DOL,5331.0,5380.0,5320.0,5348.0,748571,2431112,500
2020.11.30,DOL,5301.0,5398.0,5275.5,5335.0,877611,3110485,500
2020.12.01,DOL,5317.0,5330.5,5203.5,5208.5,1114706,3712255,500
2020.12.02,DOL,5226.0,5255.5,5206.5,5220.0,950089,3229917,500
2020.12.03,DOL,5222.0,5231.5,5122.0,5153.5,1060789,3684898,500
2020.12.04,DOL,5149.0,5184.5,5116.5,5159.0,986873,3264802,500
2020.12.07,DOL,5170.0,5170.0,5057.5,5099.5,1106833,3956282,500
2020.12.08,DOL,5121.5,5139.5,5063.0,5120.0,1115248,3616591,500
2020.12.09,DOL,5100.5,5198.0,5087.0,5172.5,1079346,3589548,500
2020.12.10,DOL,5112.0,5133.0,5016.0,5027.5,1115499,3938305,500
2020.12.11,DOL,5055.0,5089.0,5029.5,5070.5,957517,3080117,500
2020.12.14,DOL,5039.0,5131.0,5010.5,5117.5,1062116,3536346,500
2020.12.15,DOL,5094.0,5125.0,5075.0,5084.5,936721,2984949,500
2020.12.16,DOL,5063.0,5143.0,5061.0,5083.0,954643,3258669,500
2020.12.17,DOL,5060.0,5086.5,5039.0,5057.5,841785,2871336,500
2020.12.18,DOL,5099.5,5116.5,5071.5,5102.0,795051,2737305,500
2020.12.21,DOL,5203.0,5224.5,5111.5,5118.5,965778,3284221,500
2020.12.22,DOL,5136.0,5171.5,5109.0,5159.5,828870,2766173,500
2020.12.23,DOL,5146.0,5220.0,5129.0,5220.0,800454,2774156,500
2020.12.28,DOL,5180.0,5311.0,5163.5,5238.0,997242,3654587,500
2020.12.29,DOL,5227.0,5246.0,5163.0,5214.0,919803,3104902,500
2020.12.30,DOL,5189.0,5237.5,5153.5,5202.5,699146,2332094,500
